U.S.C. § 6s(e)(3)(C); 15 U.S.C. § 78o -10(e)(3)(C); see also  12 CFR Part 45 (OCC); 12 CFR Part 237 (Federal ,"64038 Federal Register / Vol. 88, No. 179 / Monday, September 18, 2023 / Proposed Rules  46See 12 CFR 3.10(e) (OCC); 12 CFR 217.10(e)  (Board); 12 CFR 324.10(e) (FDIC).  ",0.761286199092865
testing requirements and th e stress capital buffer. It is not clear whether or when ,"64035 Federal Register / Vol. 88, No. 179 / Monday, September 18, 2023 / Proposed Rules  27Initially, the Board did not incorporate the  stress capital buffer requirement into the advanced  approaches capital conservation buffer requirement owing to the complexity involved in doing so.   28The Board’s Stress Testing Policy Statement  includes an assumption that the magnitude of a banking organization’s balance sheet will be fixed throughout the projection horizon under the supervisory stress test.",0.7440124154090881
U.S.C. § 6s(e)(3)(C); 15 U.S.C. § 78o -10(e)(3)(C); see also  12 CFR Part 45 (OCC); 12 CFR Part 237 (Federal ,"64032 Federal Register / Vol. 88, No. 179 / Monday, September 18, 2023 / Proposed Rules  14See 12 CFR 3.123(a) (OCC); 12 CFR 217.123(a)  (Board); 12 CFR 324.123(a) (FDIC).   15See 12 CFR 3.10(e)(1) (OCC); 12 CFR  217.10(e)(1) (Board); 12 CFR 324.10(e)(1) (FDIC).  ",0.7369884252548218
exempting CVA hedges associated with client -facing derivatives activities would ensure that large ,"64101 Federal Register / Vol. 88, No. 179 / Monday, September 18, 2023 / Proposed Rules  267While the basic approach for CVA applies  certain restrictions on eligible instrument types for  hedges to be recognized as eligible, the standardized approach for CVA risk allows for a broader set of hedging instruments. Moreover, the standardized approach for CVA risk would also recognize as eligible hedges instruments that are used to hedge the exposure component of CVA risk.",0.736290454864502
Office of the Comptroller of the Currency  ,"64028 Federal Register / Vol. 88, No. 179 / Monday, September 18, 2023 / Proposed Rules  DEPARTMENT OF THE TREASURY  Office of the Comptroller of the  Currency  12 CFR Parts 3, 6, 32  ",0.7337448596954346
65% risk weight for investment grade corporate exposures based on a large banking ,"64124 Federal Register / Vol. 88, No. 179 / Monday, September 18, 2023 / Proposed Rules  357The proposal would require a banking  organization to apply the highest risk weight that  is applicable under the investment limits of an equity position in an investment fund that may invest in primarily high-yield or distressed names under the fund’s mandate by first applying the highest risk weight that is applicable under the fund’s investment limits to defaulted instruments, followed by sub-speculative grade, then speculative grade, then investment grade securities. A banking organization may not recognize any offsetting or diversification benefit when calculating the average risk weight of the fund.",0.7232337594032288
rulemaking titled “Large  Banking Organizations and Banking Organizations with ,"64030 Federal Register / Vol. 88, No. 179 / Monday, September 18, 2023 / Proposed Rules  1The term ‘‘banking organizations’’ includes  national banks, state member banks, state  nonmember banks, Federal savings associations, state savings associations, top-tier bank holding companies domiciled in the United States not subject to the Board’s Small Bank Holding Company and Savings and Loan Holding Company  Policy Statement (12 CFR part 225, appendix C), U.S. intermediate holding companies of foreign banking organizations, and top-tier savings and loan holding companies domiciled in the United States, except for certain savings and loan holding companies that are substantially engaged in insurance underwriting or commercial activities and savings and loan holding companies that are subject to the Small Bank Holding Company and Savings and Loan Holding Company Policy Statement.  ",0.723010241985321
"CVA -risk-capital requirements . For derivatives transactions with commercial end -users, CVA will ","64241 Federal Register / Vol. 88, No. 179 / Monday, September 18, 2023 / Proposed Rules  of CVA risk to be an eligible internal  risk transfer, if the following requirements are satisfied:  (A) The CVA segment of the  transaction is an eligible CVA hedge;  (B) The documentation of the internal  risk transfer of CVA risk identifies the CVA risk being hedged and the source(s) of such risk.   (C)",0.7179391980171204
"letter , the Standardized Approach for Counterparty Credit Risk (“SA -CCR”) rule finalized by the ","64166 Federal Register / Vol. 88, No. 179 / Monday, September 18, 2023 / Proposed Rules  457For example, the SA–CVA calculation does  not fully account for the dependence between the  banking organization’s exposure to a counterparty and the counterparty’s credit quality.   458Any banking organization not subject to  Category I, II, III, or IV standards that becomes subject to Category I, II, III, or IV standards during the proposed transition period, would be eligible for the remaining time that the transition provisions  provide.",0.7176074981689453
(and their associated hedges) from CVA -risk-capital requirements . ,"64285 Federal Register / Vol. 88, No. 179 / Monday, September 18, 2023 / Proposed Rules  CVA or the market value of the  standardized CVA hedge.   (7) Notwithstanding paragraph (e)(6)  of this section:  (i) For the risk classes of counterparty  credit spread risk, reference credit spread risk, and equity risk, a [BANKING ORGANIZATION] may choose to introduce a set of additional risk factors that directly correspond to qualified credit and equity indices;  (ii) For delta risk, a credit or equity  index is qualified if it is listed and well- diversified; for vega risk, any credit or equity index is qualified.",0.7154608964920044
derivatives transaction from CVA -risk-capital requirements . ,"64194 Federal Register / Vol. 88, No. 179 / Monday, September 18, 2023 / Proposed Rules  derivatives and either includes all or  excludes all such credit derivatives that are subject to a master netting agreement from any measure used to determine counterparty credit risk exposure to all relevant counterparties for risk-based capital purposes (unless the [BANKING ORGANIZATION] is treating the credit derivative as a market risk covered position under subpart F of this part, in which case the [BANKING ORGANIZATION] must calculate a counterparty credit risk capital requirement under this section).   (d) Equity derivatives.",0.7153645157814026
