requirements  for banks. ,"64148 Federal Register / Vol. 88, No. 179 / Monday, September 18, 2023 / Proposed Rules  422The agencies would expect a banking  organization to have sound internal capital  assessment processes which would include, but not be limited to, identification of capital adequacy goals with respect to risks, taking into account the strategic focus and business plan of the banking organization, risk identification, measurement, and documentation, as well as a process of internal controls, reviews and audits. the cash leg of the transaction could opt  into this treatment.",0.5907359719276428
requirements  for banks. ,"64030 Federal Register / Vol. 88, No. 179 / Monday, September 18, 2023 / Proposed Rules  1The term ‘‘banking organizations’’ includes  national banks, state member banks, state  nonmember banks, Federal savings associations, state savings associations, top-tier bank holding companies domiciled in the United States not subject to the Board’s Small Bank Holding Company and Savings and Loan Holding Company  Policy Statement (12 CFR part 225, appendix C), U.S. intermediate holding companies of foreign banking organizations, and top-tier savings and loan holding companies domiciled in the United States, except for certain savings and loan holding companies that are substantially engaged in insurance underwriting or commercial activities and savings and loan holding companies that are subject to the Small Bank Holding Company and Savings and Loan Holding Company Policy Statement.  ",0.5849978923797607
requirements  for banks. ,"64166 Federal Register / Vol. 88, No. 179 / Monday, September 18, 2023 / Proposed Rules  457For example, the SA–CVA calculation does  not fully account for the dependence between the  banking organization’s exposure to a counterparty and the counterparty’s credit quality.   458Any banking organization not subject to  Category I, II, III, or IV standards that becomes subject to Category I, II, III, or IV standards during the proposed transition period, would be eligible for the remaining time that the transition provisions  provide.",0.5609166622161865
obtain capital,"64110 Federal Register / Vol. 88, No. 179 / Monday, September 18, 2023 / Proposed Rules  293See section III.H.6.d of this SUPPLEMENTARY   INFORMATION for a more detailed discussion of the  capital add-on for re-designations. 294Separate capital calculations could  unnecessarily increase capital requirement because  they ignore the offsetting benefits between market risk covered positions held by trading desks subject to the internal models approach and those held by trading desks subject to the standardized approach.",0.5568526387214661
requirements  for banks. ,"64327 Federal Register / Vol. 88, No. 179 / Monday, September 18, 2023 / Proposed Rules  Subpart N—Enhanced Prudential  Standards for Foreign Banking Organizations With Total Consolidated Assets of $100 Billion or More and Combined U.S. Assets of Less Than $100 Billion  ■77. In § 252.147, revise paragraph  (e)(1)(i) to read as follows:  § 252.147 U.S. intermediate holding  company requirement for foreign banking organizations with combined U.S. assets of less than $100 billion and U.S. non-branch assets of $50 billion or more.  ",0.5495108366012573
requirements  for banks. ,"64219 Federal Register / Vol. 88, No. 179 / Monday, September 18, 2023 / Proposed Rules  (b) Risk management-related  disclosure requirements. (1) The  [BANKING ORGANIZATION] must describe its risk management objectives and policies for the organization overall, in particular:  (i) How the business model  determines and interacts with the overall risk profile (e.g., the key risks  related to the business model and how each of these risks is reflected and described in the risk disclosures) and how the risk profile of the [BANKING ORGANIZATION] interacts with the risk tolerance approved by the board;  (ii) The risk governance structure,  including: responsibilities attributed throughout the [BANKING ORGANIZATION]",0.5485395193099976
requirements  for banks. ,"64276 Federal Register / Vol. 88, No. 179 / Monday, September 18, 2023 / Proposed Rules  covered savings and loan holding  company that is a banking organization as defined in 12 CFR 238.2, or a depository institution that is subject to these requirements or of a non-U.S. banking organization that is subject to comparable public disclosure requirements in its home jurisdiction is not required to make the disclosures required by paragraph (f) of this section.   (b) Timing.",0.5484205484390259
obtain capital,"64096 Federal Register / Vol. 88, No. 179 / Monday, September 18, 2023 / Proposed Rules  240The current capital rule defines a trading  position as one that is held by a banking  organization for the purpose of short-term resale or with the intent of benefiting from actual or expected short-term price movements or to lock-in arbitrage profits.",0.5441396832466125
"services, such as payroll and utilities. If banks begin  to limit  the capital they provide them, this will ","64148 Federal Register / Vol. 88, No. 179 / Monday, September 18, 2023 / Proposed Rules  422The agencies would expect a banking  organization to have sound internal capital  assessment processes which would include, but not be limited to, identification of capital adequacy goals with respect to risks, taking into account the strategic focus and business plan of the banking organization, risk identification, measurement, and documentation, as well as a process of internal controls, reviews and audits. the cash leg of the transaction could opt  into this treatment.",0.5425795912742615
"services, such as payroll and utilities. If banks begin  to limit  the capital they provide them, this will ","64037 Federal Register / Vol. 88, No. 179 / Monday, September 18, 2023 / Proposed Rules  38For banking organizations that are not subject  to Category I or II capital standards, the current  capital rule does not have distinct treatments for significant and nonsignificant investments in the capital of unconsolidated financial institutions.",0.542417585849762
